Time,Min,1pc,2pc,5pc,10pc,25pc,50pc,90pc,Max,Mean,Median,Std
20181229202800,178.60882344195053,181.44251993501072,182.1189302700974,184.06235837424973,185.9026318429308,189.33835269402073,194.91479651578146,203.09742746106647,207.9432642213091,194.5691748433757,194.91479651578146,6.396544848802942
20181229082900,179.85910561776538,183.2173015426064,185.08500066481528,187.437630330148,189.64773054027944,194.1918883277197,198.70907710765425,206.19616610951,207.99723128072003,198.16681020620868,198.70907710765425,6.044746952041384
20181231200500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20181230201600,192.97148644758687,194.43824546061074,195.3861828041184,197.66483768765914,199.41031643934025,202.29089616731665,204.63169314548378,207.56894245326015,207.93770845147947,204.03878406140092,204.63169314548378,3.179870170341701
20181229183300,175.26019391861814,176.24282279917134,176.258971353098,178.03208141251645,178.93415597350275,182.18854073608645,187.31391300368097,199.93313450631243,207.6702998609256,188.32819915390994,187.31391300368097,7.755291518804602
20181228092600,182.52140671609334,183.67379128553466,183.85241186236107,187.5487228662568,189.8207546333791,193.9971026776343,198.22249941764514,206.73502383422755,207.8315287437434,198.24083625194532,198.22249941764514,6.379920076976117
20181231035800,195.12249662314795,196.06254921870362,196.51930124090057,197.4340377109704,198.32068570054784,200.8801989090738,202.9206883503439,206.71913433405416,207.80960798738033,202.8214108314021,202.9206883503439,2.974801253451787
20181230161500,188.34990659308195,188.35306273358762,188.9105574346383,189.4634285791779,191.59286337025958,194.59054624775962,199.58026115143522,206.68615882400061,207.78098180242478,199.2185957290262,199.58026115143522,5.566139789137238
20181228091600,179.45265105280845,181.9427930069519,182.51500093731192,184.63689821662604,185.99719386556825,188.56547298196423,193.22753430763896,205.95643802649744,207.99180724671663,194.69441507549266,193.22753430763896,7.323004383038305
20181230102500,186.38982685743457,188.1606844209518,189.26073162026677,190.93854680594976,192.9923147712978,195.96057773286438,199.58040692206205,206.76435450619374,207.86694589815858,199.63566948801238,199.58040692206205,5.111869661438768
20181229042300,180.93781236107526,186.21277017728514,189.5315513223881,191.40061848015284,192.68439093248276,196.07285955997236,200.05973725556467,206.72257725736426,207.8240509899925,199.77497971072924,200.05973725556467,5.169434932270592
20181229085400,170.28754365175712,177.00219617852795,179.49726971916456,185.36886315116007,187.98448750501956,192.16477719323396,197.44749006321425,205.18218508415868,207.62706999108212,196.79020065959378,197.44749006321425,6.826833417357193
20181231100500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20181227093500,202.54706618662783,202.54995359627358,202.55284100591936,202.79275102270313,202.98958132759606,203.74639142560127,205.75163931138087,207.92218378441717,207.96919865474584,205.49631185781865,205.75163931138087,1.8231976494153384
20181228163800,187.8228365330901,191.62837591104483,192.6309011909196,194.1106077475826,195.07284150167993,199.1601471635705,203.2925703420315,207.06439608012403,207.79096051610668,202.26266909074764,203.2925703420315,4.430336377801215
20181228110700,185.0964562952791,185.0964562952791,185.60987697253023,187.52133351594773,188.33239679327045,191.94269809493136,197.30740531897243,207.31574311167432,207.83138462457393,198.1072691732944,197.30740531897243,6.948611926210465
20181229162700,172.12972288828095,173.91698330122256,174.76741862848272,176.40471678667717,178.69555354583733,183.53604309508958,189.44349477945033,201.24772953873722,207.78728714354742,189.57619487582568,189.44349477945033,8.130873532736343
