"Time","Min","1pc","2pc","5pc","10pc","25pc","50pc","90pc","Max","Mean","Median","Std"
20181230140020,187.300,189.007,189.518,191.134,193.730,199.401,202.785,207.147,207.991,201.752,202.785,4.893
20181230141020,185.934,189.518,190.022,191.498,193.845,199.200,202.785,207.062,207.991,201.650,202.785,4.839
20181230142020,182.741,189.569,190.272,191.978,193.845,198.795,202.598,207.062,207.991,201.557,202.598,4.861
20181230143020,185.232,188.620,190.147,192.097,194.298,198.693,202.692,206.977,207.991,201.616,202.692,4.801
20181230145021,189.518,191.012,191.618,192.805,195.192,199.099,202.878,207.147,207.991,201.971,202.878,4.470
20181230150021,190.520,191.978,192.688,194.072,195.741,199.099,202.785,207.062,207.991,202.054,202.785,4.223
20181230151021,191.498,193.270,193.958,195.081,196.390,199.301,202.598,207.062,207.991,202.165,202.598,3.931
20181230152021,192.570,194.182,194.747,195.958,197.031,199.801,202.878,207.147,207.991,202.471,202.878,3.704
20181230153021,190.022,194.185,194.970,196.175,197.452,199.999,202.971,207.147,207.991,202.608,202.971,3.594
20181230154021,187.701,190.981,193.154,195.522,197.242,200.074,203.157,207.147,207.991,202.517,203.157,3.862
20181230155021,186.623,188.620,189.771,193.270,196.283,199.701,203.157,207.062,207.991,202.218,203.157,4.397
20181230160021,186.759,187.661,188.412,191.316,194.859,198.897,202.878,207.062,207.991,201.756,202.878,4.921
20181230161021,187.701,188.490,188.878,189.991,193.501,197.973,202.223,207.062,207.991,201.214,202.223,5.193
20181230162021,187.166,188.749,189.645,190.396,192.216,197.242,201.748,207.062,207.991,200.803,201.748,5.309
20181230163021,188.359,189.135,189.645,190.889,192.570,196.175,201.269,206.805,207.991,200.442,201.269,5.251
20181230164021,189.263,190.396,190.786,191.739,193.038,196.067,201.557,206.720,207.991,200.471,201.557,5.056
20181230165021,189.771,191.498,191.858,192.688,193.845,196.175,201.076,206.548,207.991,200.465,201.076,4.739
20181230170021,188.879,191.858,192.453,193.270,194.298,196.712,200.492,206.634,207.991,200.509,200.492,4.540
20181230171021,188.097,191.134,191.827,193.038,194.411,197.031,200.296,206.548,207.991,200.433,200.296,4.487
20181230172021,186.349,189.518,190.767,192.922,194.445,197.136,200.492,206.548,207.991,200.414,200.492,4.519
20181230173021,186.895,189.518,190.520,192.805,194.524,197.242,200.785,206.461,207.991,200.468,200.785,4.463
20181230174021,187.966,190.147,191.012,193.154,194.859,197.557,200.979,206.461,207.991,200.656,200.979,4.369
20181230175021,187.166,190.792,191.618,192.922,194.859,197.661,201.173,206.375,207.991,200.788,201.173,4.327
20181230180021,186.349,189.645,191.255,192.805,194.411,197.973,201.365,206.548,207.991,200.935,201.365,4.460
20181230181021,186.759,189.897,191.012,192.828,194.524,197.661,201.844,206.634,207.991,201.030,201.844,4.548
20181230182021,187.300,190.272,191.255,193.270,194.636,197.661,201.748,206.720,207.991,201.075,201.748,4.547
20181230183021,187.166,190.889,191.739,193.270,195.081,197.661,201.173,206.720,207.991,200.995,201.173,4.445
20181230184021,187.434,190.022,190.889,193.501,195.412,197.870,201.173,206.573,207.991,200.965,201.173,4.304
20181230185021,180.230,188.903,190.147,192.805,195.412,198.489,201.365,206.548,207.991,201.078,201.365,4.392
20181230190021,182.589,189.135,190.599,192.216,194.747,199.099,201.939,206.720,207.991,201.362,201.939,4.513
20181230191021,184.516,189.263,191.377,192.840,194.636,199.401,202.598,206.805,207.991,201.688,202.598,4.488
20181230192020,186.349,190.924,192.805,194.072,195.412,198.998,202.878,206.891,207.991,201.947,202.878,4.286
20181230193020,188.490,191.377,193.705,195.081,196.498,199.200,203.157,206.977,207.991,202.260,203.157,4.013
20181230194020,190.022,192.570,194.072,196.283,197.557,199.900,202.971,207.147,207.991,202.613,202.971,3.700
20181230195020,192.334,193.958,194.747,197.347,198.693,200.688,203.249,207.062,207.991,202.945,203.249,3.277
20181230200020,192.453,194.524,195.522,198.386,199.900,201.844,203.891,207.062,207.991,203.592,203.891,2.922
20181230201020,193.154,194.752,195.741,198.693,200.785,202.785,204.703,207.317,207.991,204.213,204.703,2.806
20181230202020,193.616,195.025,195.741,198.432,200.882,203.249,205.149,207.486,207.991,204.516,205.149,2.852
20181230203020,193.270,195.192,195.958,197.870,200.785,203.525,205.678,207.655,207.991,204.798,205.678,2.943
20181230204020,192.805,195.192,195.850,197.661,200.296,203.525,205.590,207.655,207.991,204.772,205.590,3.037
20181230205020,193.501,195.302,195.850,197.452,200.098,203.800,205.546,207.655,207.991,204.766,205.546,3.021
20181230210020,194.411,195.501,196.067,197.562,199.701,204.163,205.853,207.571,207.991,204.916,205.853,3.062
