Time,Min,1pc,2pc,5pc,10pc,25pc,50pc,90pc,Max,Mean,Median,Std
20181227031110,185.49753,188.6743927001953,189.6598388671875,191.53396606445312,193.7960968017578,198.78594970703125,203.3719940185547,207.224609375,207.99925,201.86122,203.372,5.06032
20181227141111,185.93842,188.93349548339842,190.13022216796875,194.46278076171873,196.68865356445312,199.3133544921875,202.4654998779297,207.52703857421875,207.99925,202.37222,202.4655,4.602527
20181228025339,186.27219,190.01279296875,190.93578186035154,192.58880615234375,194.02272033691406,197.0306396484375,201.23760986328125,206.71368408203125,207.99925,200.69727,201.23761,4.709338
20181228135342,175.48898,181.54937286376955,182.32891845703125,183.52383422851562,184.81765747070312,187.79261779785156,193.70132446289062,204.14251708984375,207.99925,194.0616,193.70132,7.1619983
20181229023028,180.1698,187.02621459960938,188.15521240234375,190.28549194335938,192.47755432128906,196.52383422851562,200.97802734375,206.49530029296875,207.99925,200.10728,200.97803,5.245066
20181229133030,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20181229133611,163.73337,170.4744110107422,171.22845458984375,173.44525146484375,175.47250366210938,179.951416015625,186.40402221679688,199.634765625,207.99925,187.01242,186.40402,8.971867
20181229134154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20181229151255,169.59676,178.36093139648438,179.1973876953125,180.58596801757812,182.5650177001953,187.07565307617188,192.69593811035156,204.12603759765625,207.99925,193.10152,192.69594,7.840587
20181230021259,179.34572,184.71054077148438,185.4769287109375,187.1333465576172,189.11940002441406,193.487060546875,199.97262573242188,206.78372192382812,207.99925,198.82004,199.97263,6.555496
20181230145526,186.18152,189.33778381347656,190.17892150878905,191.74411010742188,194.0433349609375,197.77335357666016,201.83920288085938,206.89085388183594,207.99925,201.07678,201.8392,4.815204
20181231014946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20181231015528,176.98471,184.85704345703124,186.2715270996094,188.28707885742188,191.5216064453125,199.0681915283203,203.69338989257812,207.3523406982422,207.99925,201.62337,203.69339,6.083603
20181231143755,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20181231134102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20181231134643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20181231135225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
